significance;uniquename;name;searchname;altname;location;gender;born;died;gatewaylink;race;illustrator;placeholder
"6";"thorondor";"Thorondor";"Thorondor";"Lord of the Eagles";""Taniquetil","Thangorodrim","Crissaegrim"";"male";"";"";"http://tolkiengateway.net/wiki/Thorondor";"Maia";"Simona Brunilde Jero";""
"4";"thrain1";"Thráin I";"Thrain I";"King of Durin's Folk";""Khazad-dûm","Lonely Mountain"";"male";"T.A. 1934 Khazad-dûm";"T.A. 2190 (aged 256) Lonely Mountain";"http://tolkiengateway.net/wiki/Thr%C3%A1in_I";"Dwarf";"";""
"5";"thrain2";"Thráin II";"Thrain II";"King of Durin's Folk";"Lonely Mountain";"male";"T.A. 2644 Lonely Mountain";"T.A. 2850 (aged 206) Dol Guldur";"http://tolkiengateway.net/wiki/Thr%C3%A1in_II";"Dwarf";"Ted Nasmith";""
"7";"thranduil";"Thranduil";"Thranduil";""Elvenking","King of the Woodland Realm"";""Mirkwood","Woodland Realm"";"male";"Unknown (First or Second Age)";"";"http://tolkiengateway.net/wiki/Thranduil";"Sinda";"Soni Alcorn-Hender";""
"5";"thror";"Thrór";"Thror";""King of Durin's Folk","King under the Mountain"";""Grey Mountains","Lonely Mountain"";"male";"T.A. 2542 Grey Mountains";"2790 (aged 248) Moria";"http://tolkiengateway.net/wiki/Thr%C3%B3r";"Dwarf";"";""
"2";"togoGoodbody";"Togo Goodbody";"Togo Goodbody";"";"The Shire";"male";"c. S.R. 1222";"";"http://tolkiengateway.net/wiki/Togo_Goodbody";"Hobbit";"";""
"2";"tolmanCottonJunior";"Tolman Cotton Junior";"Tolman Cotton Junior";""Tom","Young Tom"";"Bywater";"male";"S.R. 1380";"";"http://tolkiengateway.net/wiki/Tolman_Cotton_Junior";"Hobbit";"";""
"2";"tolmanGardner";"Tolman Gardner";"Tolman Gardner";"Tom Gardner";""Bag End","Hobbiton"";"male";"S.R. 1442";"";"http://tolkiengateway.net/wiki/Tolman_Gardner";"Hobbit";"";""
"4";"tom";"Tom";"Tom";"";"";"male";"";"T.A. 2941";"http://tolkiengateway.net/wiki/Tom";"Troll";"";""
"2";"tombombadil";"Tom Bombadil";"Tom Bombadil";"Iarwain Ben-adar";"";"male";"";"";"http://tolkiengateway.net/wiki/Tom_Bombadil";"";"Mareishon";""
"2";"tostoBoffin";"Tosto Boffin";"Tosto Boffin";"";"The Shire";"male";"S.R. 1388";"";"http://tolkiengateway.net/wiki/Tosto_Boffin";"Hobbit";"";""
"3";"treebeard";"Treebeard";"Treebeard";"Fangorn";"Fangorn";"";"";"";"http://tolkiengateway.net/wiki/Treebeard";"Ent";"Soni Alcorn-Hender";""
"6";"tulkas";"Tulkas";"Tulkas";""Tulukastāz","Astaldo","Tulcus","The Valiant","The Strong"";"Valinor";"male";"";"";"http://tolkiengateway.net/wiki/Tulkas";Vala;"";""
"4";"tuor";"Tuor";"Tuor";""Tuor Eladar","Tuor Ulmondil","Tuor the Blessed"";""Dor-lómin","Gondolin","Mouths of Sirion"";"male";"F.A. 472,Dor-lómin";"F.A. 525 (aged 53),Mouths of Sirion";"http://tolkiengateway.net/wiki/Tuor";"Adan";"Līga Kļaviņa";""
"2";"turambarKingOfGondor";"Turambar (King of Gondor)";"Turambar (King of Gondor)";"King of Gondor";"Gondor";"male";"T.A. 397 ";"T.A. 667 (aged 270)";"http://tolkiengateway.net/wiki/Turambar_%28King_of_Gondor%29";"Gondorian";"Matěj Čadil";""
"5";"turgon";"Turgon";"Turgon";""Turukáno","High King of the Noldor","King of Gondolin"";"Gondolin";"male";"Y.T. 1300 ";"F.A. 510 (aged 2,426),Fall of Gondolin";"http://tolkiengateway.net/wiki/Turgon";"Noldo";"Marya Filatova";""
"3";"turgonStewardOfGondor";"Turgon (Steward of Gondor)";"Turgon (Steward of Gondor)";"Ruling Steward";"Gondor";"male";"T.A. 2855 ";"T.A. 2953 (aged 98)";"http://tolkiengateway.net/wiki/Turgon_%28Steward_of_Gondor%29";"Gondorian";"";""
"5";"turin";"Túrin Turambar";"Turin Turambar";""Neithan","Gorthol","Agarwaen","Thurin","Adanedhel","Mormegil","Turindo","Bane of Glaurung","Prince of Dor-lómin"";""Dor-lómin","Doriath","Talath Dirnen","Brethil"";"male";"F.A. 463,Dor-lómin, Hithlum";"F.A. 499 (aged 36),Cabed-en-Aras";"http://tolkiengateway.net/wiki/T%C3%BArin";"Adan";"Francesco Amadio";""
"4";"turin1";"Túrin I";"Turin I";"Ruling Steward";"Gondor";"male";"T.A. 2165 ";"T.A. 2278 (aged 113)";"http://tolkiengateway.net/wiki/T%C3%BArin_I";"Gondorian";"";""
"3";"turin2";"Túrin II";"Turin II";"Ruling Steward";"Gondor";"male";"T.A. 2815 ";"T.A. 2914 (aged 99)";"http://tolkiengateway.net/wiki/Turin_II";"Gondorian";"";""
"2";"uffoBoffin";"Uffo Boffin";"Uffo Boffin";"";"The Shire";"male";"S.R. 1257";"";"http://tolkiengateway.net/wiki/Uffo_Boffin";"Hobbit";"";""
"1";"ufthak";"Ufthak";"Ufthak";"";"";"male";"";"";"http://tolkiengateway.net/wiki/Ufthak";"Orc";"";""
"2";"ugluk";"Uglúk";"Ugluk";"";"";"male";"";"29 February, T.A. 3019";"http://tolkiengateway.net/wiki/Ugl%C3%BAk";"Orc";"";""
"4";"uinen";"Uinen";"Uinen";"Lady of the Sea";"";"female";"";"";"http://tolkiengateway.net/wiki/Uinen";Maia;"";""
"2";"ulbar";"Ulbar";"Ulbar";"";""Emerië","Númenor"";"male";"";"";"http://tolkiengateway.net/wiki/Ulbar";"Númenórean";"";""
"2";"uldor";"Uldor";"Uldor";""the Accursed"";"Around the March of Maedhros";"male";"First Age ";"F.A. 472,Nirnaeth Arnoediad";"http://tolkiengateway.net/wiki/Uldor";"Man";"";""
"1";"ulfang";"Ulfang";"Ulfang";""Ulfang the Black"";"Around the March of Maedhros";"male";"First Age ";"";"http://tolkiengateway.net/wiki/Ulfang";"Man";"";""
"1";"ulfast";"Ulfast";"Ulfast";"";"Around the March of Maedhros";"male";"First Age ";"F.A. 472,Nirnaeth Arnoediad";"http://tolkiengateway.net/wiki/Ulfast";"Man";"";""
"6";"ulmo";"Ulmo";"Ulmo";""Ullubōz","King of the Sea","Lord of Waters","Dweller of the Deep","Ulu","Guiar","Gulma"";"Ekkaia";"male";"";"";"http://tolkiengateway.net/wiki/Ulmo";"Vala";"Alaïs";""
"2";"ulwarth";"Ulwarth";"Ulwarth";"";"Around the March of Maedhros";"male";"First Age ";"F.A. 472,Nirnaeth Arnoediad";"http://tolkiengateway.net/wiki/Ulwarth";"Man";"";""
"5";"ungoliant";"Ungoliant";"Ungoliant";""Gloomweaver","Delduthling"";""Avathar (Year of the Trees)","Nan Dungortheb (early First Age)"";"female";"";"";"http://tolkiengateway.net/wiki/Ungoliant";"Maia";"Ted Nasmith";""
"3";"urthel";"Urthel";"Urthel";"";"";"male";"";"F.A. 460,Tarn Aeluin";"http://tolkiengateway.net/wiki/Urthel";"Adan";"";""
"5";"vaire";"Vairë";"Vaire";"Gwîr";"Halls of Mandos";"female";"";"";"http://tolkiengateway.net/wiki/Vair%C3%AB";"Vala";"Shyangell";""
"2";"valacar";"Valacar";"Valacar";"King of Gondor";"Gondor";"male";"T.A. 1194 ";"T.A. 1432 (aged 238)";"http://tolkiengateway.net/wiki/Valacar";"Gondorian";"";""
"2";"valandilLordOfAndunie";"Valandil (Lord of Andúnië)";"Valandil (Lord of Andúnië)";"Lord of Andúnië";""Andúnië","Númenor"";"male";"S.A. 630 ";"After S.A. 870 (aged 240+)";"http://tolkiengateway.net/wiki/Valandil_%28Lord_of_And%C3%BAni%C3%AB%29";"Númenórean";"";""
"2";"valandilKingOfArnor";"Valandil (King of Arnor)";"Valandil (King of Arnor)";"King of Arnor";"Arnor";"male";"S.A. 3430 ";"T.A. 249 (aged 260)";"http://tolkiengateway.net/wiki/Valandil_%28King_of_Arnor%29";"Arnorian";"";""
"1";"valandur";"Valandur";"Valandur";"King of Arnor";"Arnor";"male";"T.A. 462 ";"T.A. 652 (aged 190)";"http://tolkiengateway.net/wiki/Valandur";"Arnorian";"";""
"5";"vana";"Vána";"Vana";"the Ever-young";"Valinor";"female";"";"";"http://tolkiengateway.net/wiki/V%C3%A1na";"Vala";"Shyangell";""
"6";"varda";"Varda";"Varda";""Elentári Star-queen","Tintallë Star-kindler"";""Ilmarin","Taniquetil"";"female";"";"";"http://tolkiengateway.net/wiki/Varda";"Vala";"Šárka Škorpíková";""
"2";"vardilme";"Vardilmë";"Vardilme";"";"Númenor";"female";"S.A. 203 ";"";"http://tolkiengateway.net/wiki/Vardilm%C3%AB";"Númenórean";"";""
"2";"veantur";"Vëantur";"Veantur";"Captain of the King's Ships";"Númenor";"male";"S.A. 451,Númenor";"After S.A. 727 ";"http://tolkiengateway.net/wiki/V%C3%ABantur";"Númenórean";"";""
"2";"vidugavia";"Vidugavia";"Vidugavia";"King of Rhovanion";"Rhovanion";"male";"";"";"http://tolkiengateway.net/wiki/Vidugavia";"Man";"";""
"1";"vidumavi";"Vidumavi";"Vidumavi";""Galadwen","Queen of Gondor"";"Rhovanion,Gondor";"male";"";"T.A. 1344,Gondor";"http://tolkiengateway.net/wiki/Vidumavi";"Man";"";""
"1";"vorondil";"Vorondil";"Vorondil";""The Hunter","Steward of Gondor"";"Gondor";"male";"T.A. 1919 ";"T.A. 2029 (aged 110)";"http://tolkiengateway.net/wiki/Vorondil";"";"";""
"2";"voronwe";"Voronwë";"Voronwe";"Bronweg";""Nevrast","Gondolin"";"male";"F.A.,Nevrast";"";"http://tolkiengateway.net/wiki/Voronw%C3%AB";"Noldo";"Marya Filatova";""
"1";"walda";"Walda";"Walda";"King of Rohan";"Rohan";"male";"T.A. 2780 ";"T.A. 2851 (aged 71),Dunharrow";"http://tolkiengateway.net/wiki/Walda";"";"";""
"2";"widfara";"Wídfara";"Widfara";"";""The Wold","Rohan"";"male";"";"";"http://tolkiengateway.net/wiki/Widfara";"Rohir";"";""
"2";"wilcomeCotton1";"Wilcome Cotton I";"Wilcome Cotton I";"Will";"Bywater";"male";"S.R. 1346";"";"http://tolkiengateway.net/wiki/Wilcome_I_Cotton";"Hobbit";"";""
"2";"wilcomeCotton2";"Wilcome Cotton II";"Wilcome Cotton II";"Jolly";"Bywater";"male";"S.R. 1384";"";"http://tolkiengateway.net/wiki/Wilcome_Cotton_II";"Hobbit";"";""
"2";"wilibaldBolger";"Wilibald Bolger";"Wilibald Bolger";"";"The Shire";"male";"S.R. 1304";"S.R. 1400 (aged 96)";"http://tolkiengateway.net/wiki/Wilibald_Bolger";"Hobbit";"";""
"2";"wilimarBolger";"Wilimar Bolger";"Wilimar Bolger";"";"Budgeford";"male";"S.R. 1347";"";"http://tolkiengateway.net/wiki/Wilimar_Bolger";"Hobbit";"";""
"3";"william";"William Huggins";"William Huggins";"Bill";"";"male";"";"T.A. 2941";"http://tolkiengateway.net/wiki/William";"Troll";"";""
"3";"willWhitfoot";"Will Whitfoot";"Will Whitfoot";"Flourdumpling";"Michel Delving";"male";"";"";"http://tolkiengateway.net/wiki/Will_Whitfoot";"Hobbit";"";""
"2";"wisemanGamwich";"Wiseman Gamwich";"Wiseman Gamwich";"";""Gamwich","Tighfield"";"male";"S.R. 1200";"";"http://tolkiengateway.net/wiki/Wiseman_Gamwich";"Hobbit";"";""
"7";"witch-king";"Witch-king of Angmar";"Witch-king of Angmar";""Black Captain","Lord of the Nazgûl","Chief of the Nine","Lord of Minas Morgul"";"Angmar, Minas Morgul";"male";"S.A. 1800-2200, probably Númenor";"T.A. 3019, Battle of the Pelennor Fields";"http://tolkiengateway.net/wiki/Witch-king";"Nazgûl";"Grant Gould";""
"1";"wulf";"Wulf";"Wulf";"";"";"male";"";"";"http://tolkiengateway.net/wiki/Wulf";"Rohir";"";""
"1";"yavien";"Yávien";"Yavien";"";"Númenor";"female";"S.A. 371 ";"";"http://tolkiengateway.net/wiki/Y%C3%A1vien";"Númenórean";"";""
"6";"yavanna";"Yavanna";"Yavanna";""Kementári","Palúrien"";"Pastures of Yavanna";"female";"";"";"http://tolkiengateway.net/wiki/Yavanna";"Vala";"Ulla Thynell";""
"3";"zimrahin";"Zimrahin";"Zimrahin";"Meldis";"";"female";"";"";"http://tolkiengateway.net/wiki/Zimrahin";"Adan";"";""
"1";"ZZZ1";"Unknown character(s)";"";"";"";"";"";"";"";"";"";""
"1";"ZZZ2";"Unknown character(s)";"";"";"";"";"";"";"";"";"";""
"1";"ZZZ3";"Unknown character(s)";"";"";"";"";"";"";"";"";"";""
"1";"ZZZ4";"Unknown character(s)";"";"";"";"";"";"";"";"";"";""
"1";"ZZZ5";"Unknown character(s)";"";"";"";"";"";"";"";"";"";""
"1";"ZZZ6";"Unknown character(s)";"";"";"";"";"";"";"";"";"";""
"1";"ZZZ7";"Unknown character(s)";"";"";"";"";"";"";"";"";"";""
"1";"ZZZ8";"Unknown character(s)";"";"";"";"";"";"";"";"";"";""
"1";"ZZZ9";"Unknown character(s)";"";"";"";"";"";"";"";"";"";""
"1";"ZZZ10";"Unknown character(s)";"";"";"";"";"";"";"";"";"";""
"1";"ZZZ11";"Unknown character(s)";"";"";"";"";"";"";"";"";"";""
"1";"ZZZ12";"Unknown character(s)";"";"";"";"";"";"";"";"";"";""
"1";"ZZZ13";"Unknown character(s)";"";"";"";"";"";"";"";"";"";""
"1";"ZZZ14";"Unknown character(s)";"";"";"";"";"";"";"";"";"";""
